""	"SHS-1-1-HS0hr"	"SHS-1-2-HS48hr"	"SHS-1-3-HS72hr"	"SHS-1-8-Sa"	"SHS-1-9-Aly"	"SHS-2-1-HS0hr"	"SHS-2-2-HS48hr"	"SHS-2-3-HS72hr"	"SHS-2-8-Sa"	"SHS-2-9-Aly"
"FBgn0035254"	9.40473296668434	10.1904068942071	10.2840318719711	10.1498530775227	10.0232401850565	9.36984291706642	10.1158724609812	10.190118894585	10.1996613160861	10.0568963896086
"FBgn0035257"	2.26521278427758	0.0639450412468325	1.44473831559627	0.748499744802042	2.51147529828605	2.16042287791461	1.26728063475737	0.283872721469286	1.40894697206475	2.40325315417909
"FBgn0035260"	3.79955380313488	3.2058132716851	4.29044378197508	3.03583581476331	3.34906635360864	3.47792521231704	2.55786385377782	4.24725404705754	3.4770874137446	2.3446786834641
"FBgn0035262"	7.22889748962138	7.53652084239033	11.1821681930937	7.79521144243941	6.17808417533643	7.03725751557459	7.39657713888129	11.2542174390946	7.74901574134349	5.83799185372351
"FBgn0035263"	2.71903342286839	6.67824190110247	11.8290993546773	9.86503327009908	1.70968334005359	2.12937490098212	6.77762782125567	11.7903057611097	9.82792168919636	1.59145464056218
"FBgn0035264"	7.19821086578036	5.69207741105505	6.42193415154609	5.57785573227368	9.19765082810189	7.03757077167869	5.8269323780321	6.41253638692327	5.79266356947746	9.23817677396443
"FBgn0035265"	3.10705128213771	6.43106532765475	9.2130191736923	7.49142625317309	7.48514176177247	2.16809549492164	6.30654310708981	9.24402785509472	7.3634350304089	7.44500496218096
"FBgn0035266"	9.7961807057427	8.79225895646755	10.2077838881929	8.10660401132438	9.11295942912487	9.7004953581791	8.78351789770803	10.1861172907874	7.98470818791198	9.17936497989851
"FBgn0035267"	6.54225628990169	4.96737101942575	5.58495486133088	6.20525798924995	6.72554538453893	6.86885266575239	4.89152076741116	5.82745019211268	6.02357361047047	6.91764313010902
"FBgn0035268"	10.5527011135014	12.9573679129889	13.7179819439068	11.8375450851457	12.0550921360524	10.623015015974	12.9897980411472	13.7500922766579	11.8778471881304	12.1361997182613
"FBgn0035270"	9.09668558301384	8.92646897248367	8.46442013045321	7.97654907168576	8.2195859035377	9.14635684606512	8.99099450826654	8.34139569074599	8.09572699008131	8.08314285056379
"FBgn0035271"	9.29329276734107	8.93096962960649	9.25500829547265	9.10318235041887	8.2959155458714	9.20002580184759	8.94868308782996	9.32495160423616	9.01047267223681	8.44006135781979
