#gene_ID	consensus_cluster_ID	cluster_in_72hrPHS	gene_name
FBgn0052240	cluster8636	clusterTSS_HS72_9803	CG32240
FBgn0052246	cluster6979	clusterTSS_HS72_7908	CG32246
FBgn0052263	cluster8567	clusterTSS_HS72_9724	CG32263
FBgn0052283	cluster6894	clusterTSS_HS72_7808	Drsl3
FBgn0052301	cluster6775	clusterTSS_HS72_7664	CG32301
FBgn0052305	cluster6776	clusterTSS_HS72_7665	CG32305
FBgn0052320	cluster6717	clusterTSS_HS72_7607	CG32320
FBgn0052351	cluster7220	clusterTSS_HS72_8178	S-Lap2
FBgn0052371	cluster8836	clusterTSS_HS72_10031	CG32371
FBgn0052391	cluster8786	clusterTSS_HS72_9979	CG32391
FBgn0052392	cluster8762	clusterTSS_HS72_9951	CG32392
FBgn0052396	cluster7070	clusterTSS_HS72_8010	CG32396
FBgn0052436	cluster8094	clusterTSS_HS72_9177	CG32436
FBgn0052437	cluster8095	clusterTSS_HS72_9178	CG32437
FBgn0052440	cluster8096	clusterTSS_HS72_9179	CG32440
FBgn0052445	cluster8123	clusterTSS_HS72_9214	CG32445
FBgn0052450	cluster8166	clusterTSS_HS72_9264	CG32450
FBgn0052459	cluster9896	clusterTSS_HS72_11236	CG32459
FBgn0052461	cluster9910	clusterTSS_HS72_11251	CG32461
FBgn0052462	cluster9895	clusterTSS_HS72_11235	CG32462
FBgn0052463	cluster1736	clusterTSS_HS72_1963	Tengl2
FBgn0052487	cluster8507	clusterTSS_HS72_9656	CG32487
FBgn0052488	cluster8506	clusterTSS_HS72_9655	CG32488
FBgn0052507	cluster16861	clusterTSS_HS72_19161	CG32507
FBgn0052548	cluster16712	clusterTSS_HS72_18988	CG32548
FBgn0052568	cluster15326	clusterTSS_HS72_17419	CG32568
FBgn0052572	cluster15325	clusterTSS_HS72_17418	CG32572
FBgn0052588	cluster16470	clusterTSS_HS72_18715	CG32588
FBgn0052591	cluster16453	clusterTSS_HS72_18695	CG32591
FBgn0052639	cluster16373	clusterTSS_HS72_18607	CG32639
FBgn0052643	cluster15081	clusterTSS_HS72_17133	CG32643
FBgn0052650	cluster16350	clusterTSS_HS72_18581	CG32650
FBgn0052651	cluster16331	clusterTSS_HS72_18558	CG32651
FBgn0052655	cluster16330	clusterTSS_HS72_18557	CG32655
FBgn0052670	cluster16247	clusterTSS_HS72_18459	Rab9Fb
FBgn0052686	cluster16193	clusterTSS_HS72_18397	CG32686
FBgn0052703	cluster16137	clusterTSS_HS72_18340	Erk7
FBgn0052713	cluster16074	clusterTSS_HS72_18271	CG32713
FBgn0052718	cluster14752	clusterTSS_HS72_16763	CG32718
FBgn0052720	cluster16006	clusterTSS_HS72_18186	CG32720
FBgn0052755	cluster14642	clusterTSS_HS72_16650	CG32755
FBgn0052774	cluster15810	clusterTSS_HS72_17964	Muc4B
FBgn0052797	cluster15744	clusterTSS_HS72_17887	CG32797
FBgn0052806	cluster14414	clusterTSS_HS72_16400	CG32806
FBgn0052811	cluster15654	clusterTSS_HS72_17790	CG32811
FBgn0052832	cluster2801	clusterTSS_HS72_3157	CG32832
FBgn0052845	cluster8311	clusterTSS_HS72_9431	CG32845
FBgn0052846	cluster8504	clusterTSS_HS72_9652	CG32846
FBgn0052847	cluster7674	clusterTSS_HS72_8700	CG32847
FBgn0052944	cluster12061	clusterTSS_HS72_13708	CG32944
FBgn0052945	cluster12079	clusterTSS_HS72_13723	CG32945
FBgn0052983	cluster694	clusterTSS_HS72_792	CG32983
FBgn0052986	cluster691	clusterTSS_HS72_789	CG32986
FBgn0052987	cluster692	clusterTSS_HS72_790	CG32987
FBgn0052988	cluster693	clusterTSS_HS72_791	CG32988
FBgn0053017	cluster4099	clusterTSS_HS72_4609	CG33017
FBgn0053061	cluster7759	clusterTSS_HS72_8799	CG33061
FBgn0053092	cluster11277	clusterTSS_HS72_12815	P5CDh2
FBgn0053098	cluster10629	clusterTSS_HS72_12071	CG33098
FBgn0053125	cluster1773	clusterTSS_HS72_2003	CG33125
FBgn0053136	cluster6101	clusterTSS_HS72_6904	CG33136
FBgn0053140	cluster3360	clusterTSS_HS72_3795	CG33140
FBgn0053189	cluster12411	clusterTSS_HS72_14096	CG33189
FBgn0053191	cluster12410	clusterTSS_HS72_14094	CG33191
FBgn0053223	cluster16077	clusterTSS_HS72_18276	CG33223
FBgn0053225	cluster4550	clusterTSS_HS72_5130	CG33225
FBgn0053233	cluster6824	clusterTSS_HS72_7719	CG33233
FBgn0053234	cluster6825	clusterTSS_HS72_7721	CG33234
FBgn0053252	cluster16621	clusterTSS_HS72_18887	CG33252
FBgn0053278	cluster7121	clusterTSS_HS72_8069	CG33278
FBgn0053284	cluster8073	clusterTSS_HS72_9155	CG33284
FBgn0053285	cluster9792	clusterTSS_HS72_11124	CG33285
FBgn0053286	cluster9786	clusterTSS_HS72_11116	CG33286
FBgn0053287	cluster9785	clusterTSS_HS72_11114	CG33287
FBgn0053293	cluster12136	clusterTSS_HS72_13783	CG33293
FBgn0053309	cluster1120	clusterTSS_HS72_1261	CG33309
FBgn0053310	cluster1129	clusterTSS_HS72_1271	CG33310
FBgn0053322	cluster3059	clusterTSS_HS72_3443	CG33322
FBgn0053333	cluster10971	clusterTSS_HS72_12466	CG33333
FBgn0053340	cluster11499	clusterTSS_HS72_13067	CG33340
FBgn0053490	cluster9150	clusterTSS_HS72_10401	CG33490
FBgn0053500	cluster7438	clusterTSS_HS72_8438	CG33500
FBgn0053544	cluster4140	clusterTSS_HS72_4656	Vkor
FBgn0053552	cluster1212	clusterTSS_HS72_1369	CG33552
FBgn0053665	cluster15947	clusterTSS_HS72_18120	CG33665
FBgn0053673	cluster1714	clusterTSS_HS72_1937	CG33673
FBgn0053704	cluster4494	clusterTSS_HS72_5055	CG33704
FBgn0053710	cluster9710	clusterTSS_HS72_11029	CG33710
FBgn0053723	cluster2305	clusterTSS_HS72_2590	CG33723
FBgn0053773	cluster11949	clusterTSS_HS72_13578	CG33773
FBgn0054012	cluster9114	clusterTSS_HS72_10361	CG34012
FBgn0054021	cluster3804	clusterTSS_HS72_4291	CG34021
FBgn0054025	cluster8505	clusterTSS_HS72_9653	CG34025
FBgn0054027	cluster13702	clusterTSS_HS72_15583	CG34027
FBgn0054029	cluster6317	clusterTSS_HS72_7141	CG34029
FBgn0054030	cluster8787	clusterTSS_HS72_9980	CG34030
FBgn0054049	cluster1738	clusterTSS_HS72_1965	CG34049
FBgn0058064	cluster16940	clusterTSS_HS72_19251	ARY
FBgn0061196	cluster15858	clusterTSS_HS72_18017	SIP3
FBgn0061197	cluster5546	clusterTSS_HS72_6284	SIP2
FBgn0061435	cluster4664	clusterTSS_HS72_5260	CG30270
FBgn0062411	cluster14089	clusterTSS_HS72_16025	Ctr1C
FBgn0062517	cluster6813	clusterTSS_HS72_7706	CG16984
FBgn0063261	cluster13076	clusterTSS_HS72_14872	CG31275
FBgn0064912	cluster11273	clusterTSS_HS72_12811	CG31178
FBgn0067052	cluster14916	clusterTSS_HS72_16957	Rab9D
FBgn0067317	cluster11269	clusterTSS_HS72_12807	Cby
FBgn0069354	cluster2444	clusterTSS_HS72_2749	Porin2
FBgn0069913	cluster6565	clusterTSS_HS72_7440	CG4681
FBgn0069938	cluster15579	clusterTSS_HS72_17702	CG41106
FBgn0083943	cluster10471	clusterTSS_HS72_11897	CG34107
FBgn0083945	cluster798	clusterTSS_HS72_910	CG34109
FBgn0083946	cluster13705	clusterTSS_HS72_15586	lobo
FBgn0083960	cluster341	clusterTSS_HS72_383	CG34124
FBgn0085190	cluster2420	clusterTSS_HS72_2720	CG34161
FBgn0085191	cluster933	clusterTSS_HS72_1059	CG34162
FBgn0085196	cluster2743	clusterTSS_HS72_3088	CG34167
FBgn0085197	cluster2749	clusterTSS_HS72_3096	CG34168
FBgn0085198	cluster1246	clusterTSS_HS72_1409	CG34169
FBgn0085199	cluster2823	clusterTSS_HS72_3182	CG34170
FBgn0085202	cluster3146	clusterTSS_HS72_3540	CG34173
FBgn0085204	cluster245	clusterTSS_HS72_284	CG34175
FBgn0085210	cluster715	clusterTSS_HS72_820	CG34181
FBgn0085211	cluster725	clusterTSS_HS72_830	RpS28-like
FBgn0085233	cluster4582	clusterTSS_HS72_5169	CG34204
FBgn0085239	cluster4708	clusterTSS_HS72_5312	CG34210
FBgn0085259	cluster3744	clusterTSS_HS72_4219	CG34230
FBgn0085263	cluster5560	clusterTSS_HS72_6301	CG34234
FBgn0085267	cluster7375	clusterTSS_HS72_8366	CG34238
FBgn0085274	cluster9348	clusterTSS_HS72_10623	CG34245
FBgn0085287	cluster9709	clusterTSS_HS72_11028	CG34258
FBgn0085293	cluster6650	clusterTSS_HS72_7533	CG34264
FBgn0085298	cluster6655	clusterTSS_HS72_7541	CG34269
FBgn0085303	cluster10860	clusterTSS_HS72_12351	CG34274
FBgn0085308	cluster13107	clusterTSS_HS72_14905	CG34279
FBgn0085312	cluster13190	clusterTSS_HS72_15000	CG34283
FBgn0085315	cluster13261	clusterTSS_HS72_15076	CG34286
FBgn0085316	cluster10155	clusterTSS_HS72_11533	CG34287
FBgn0085318	cluster13527	clusterTSS_HS72_15372	CG34289
FBgn0085321	cluster11705	clusterTSS_HS72_13303	CG34292
FBgn0085327	cluster11886	clusterTSS_HS72_13502	CG34298
FBgn0085329	cluster14052	clusterTSS_HS72_15982	CG34300
FBgn0085336	cluster10597	clusterTSS_HS72_12040	CG34307
FBgn0085337	cluster10689	clusterTSS_HS72_12138	CG34308
FBgn0085361	cluster15491	clusterTSS_HS72_17602	CG34332
FBgn0085396	cluster2392	clusterTSS_HS72_2684	CG34367
FBgn0085454	cluster12078	clusterTSS_HS72_13722	CG34425
FBgn0085456	cluster7236	clusterTSS_HS72_8194	CG34427
FBgn0085460	cluster3419	clusterTSS_HS72_3864	CG34431
FBgn0085461	cluster11933	clusterTSS_HS72_13560	CG34432
FBgn0085462	cluster11934	clusterTSS_HS72_13561	CG34433
FBgn0085464	cluster15884	clusterTSS_HS72_18045	CG34435
FBgn0085479	cluster16142	clusterTSS_HS72_18345	CG34450
FBgn0085486	cluster4135	clusterTSS_HS72_4651	CG34457
FBgn0085488	cluster4143	clusterTSS_HS72_4660	CG34459
FBgn0085644	cluster16952	clusterTSS_HS72_19264	CG41423
FBgn0086681	cluster2890	clusterTSS_HS72_3255	Mst36Fa
FBgn0086907	cluster1215	clusterTSS_HS72_1373	Cyt-c-d
FBgn0086915	cluster9776	clusterTSS_HS72_11104	Mst77F
FBgn0086916	cluster7559	clusterTSS_HS72_8577	snky
FBgn0087011	cluster3207	clusterTSS_HS72_3610	CG41520
FBgn0250821	cluster12047	clusterTSS_HS72_13691	CG14644
FBgn0250822	cluster5395	clusterTSS_HS72_6106	CG34222
FBgn0250824	cluster6265	clusterTSS_HS72_7091	CG33655
FBgn0250825	cluster7475	clusterTSS_HS72_8480	CG34241
FBgn0250826	cluster870	clusterTSS_HS72_994	CG34160
FBgn0250827	cluster5218	clusterTSS_HS72_5906	whip
FBgn0250834	cluster1119	clusterTSS_HS72_1260	CG33308
FBgn0250835	cluster177	clusterTSS_HS72_205	CG15394
FBgn0250840	cluster3648	clusterTSS_HS72_4113	CG12907
FBgn0250844	cluster2683	clusterTSS_HS72_3017	CG4218
FBgn0250845	cluster12297	clusterTSS_HS72_13968	CG1288
FBgn0250846	cluster12258	clusterTSS_HS72_13925	glob2
FBgn0259148	cluster9713	clusterTSS_HS72_11032	CG42263
FBgn0259151	cluster2772	clusterTSS_HS72_3124	CG42266
FBgn0259167	cluster7035	clusterTSS_HS72_7968	CG42272
FBgn0259183	cluster3940	clusterTSS_HS72_4436	CG42287
FBgn0259184	cluster3941	clusterTSS_HS72_4437	CG42288
FBgn0259198	cluster16734	clusterTSS_HS72_19010	CG42302
FBgn0259701	cluster8454	clusterTSS_HS72_9596	CG42355
FBgn0259729	cluster6548	clusterTSS_HS72_7420	CG42383
FBgn0259737	cluster4019	clusterTSS_HS72_4519	CG42391
FBgn0259739	cluster7880	clusterTSS_HS72_8938	CG42393
FBgn0259741	cluster16154	clusterTSS_HS72_18359	CG42395
FBgn0259794	cluster7810	clusterTSS_HS72_8861	sinah
FBgn0259795	cluster4119	clusterTSS_HS72_4632	loopin-1
FBgn0259917	cluster13053	clusterTSS_HS72_14845	CG42446
FBgn0259922	cluster1154	clusterTSS_HS72_1302	Skadu
FBgn0259998	cluster3026	clusterTSS_HS72_3406	CG17571
FBgn0260007	cluster3739	clusterTSS_HS72_4212	CG42493
FBgn0260428	cluster324	clusterTSS_HS72_365	CG42523
FBgn0260436	cluster3745	clusterTSS_HS72_4220	CG42531
FBgn0260452	cluster473	clusterTSS_HS72_536	CG13984
FBgn0260459	cluster9285	clusterTSS_HS72_10553	CG14106
FBgn0260480	cluster8483	clusterTSS_HS72_9629	CG32295
FBgn0260643	cluster9071	clusterTSS_HS72_10314	CG42535
FBgn0260644	cluster9070	clusterTSS_HS72_10313	CG42536
FBgn0260758	cluster1238	clusterTSS_HS72_1399	CG42556
FBgn0260776	cluster7720	clusterTSS_HS72_8755	CG42570
FBgn0260777	cluster7719	clusterTSS_HS72_8754	CG42571
FBgn0260867	cluster15498	clusterTSS_HS72_17613	CG42577
FBgn0260870	cluster15512	clusterTSS_HS72_17630	CG42580
FBgn0260955	cluster2689	clusterTSS_HS72_3024	CG42587
FBgn0260967	cluster8858	clusterTSS_HS72_10053	CG42590
FBgn0260968	cluster8859	clusterTSS_HS72_10054	CG42591
FBgn0260969	cluster13991	clusterTSS_HS72_15908	CG42592
FBgn0260996	cluster3147	clusterTSS_HS72_3541	CG42597
FBgn0261267	cluster3492	clusterTSS_HS72_3944	CG42615
FBgn0261287	cluster13742	clusterTSS_HS72_15625	ymp
FBgn0261349	cluster2889	clusterTSS_HS72_3254	Mst36Fb
FBgn0261395	cluster14099	clusterTSS_HS72_16035	Prosalpha3T
FBgn0261502	cluster10256	clusterTSS_HS72_11658	CG42650
FBgn0261506	cluster9712	clusterTSS_HS72_11031	CG42654
FBgn0261507	cluster9711	clusterTSS_HS72_11030	CG42655
FBgn0261523	cluster1741	clusterTSS_HS72_1968	CG42658
FBgn0261529	cluster1097	clusterTSS_HS72_1235	ms(2)34Fe
FBgn0261531	cluster1280	clusterTSS_HS72_1451	CG42659
FBgn0261571	cluster2688	clusterTSS_HS72_3023	CG42685
FBgn0261581	cluster6179	clusterTSS_HS72_6998	CG42691
FBgn0261582	cluster1085	clusterTSS_HS72_1224	CG42692
FBgn0261583	cluster14137	clusterTSS_HS72_16075	CG42693
FBgn0261587	cluster6089	clusterTSS_HS72_6891	CG42697
FBgn0261614	cluster6413	clusterTSS_HS72_7260	CG42703
FBgn0261624	cluster16864	clusterTSS_HS72_19163	I-3
FBgn0261627	cluster2276	clusterTSS_HS72_2557	CG42710
FBgn0261630	cluster696	clusterTSS_HS72_795	CG42713
FBgn0261686	cluster5403	clusterTSS_HS72_6115	CG42733
FBgn0261788	cluster8829	clusterTSS_HS72_10024	Ank2
FBgn0261806	cluster2902	clusterTSS_HS72_3271	CG42752
FBgn0261807	cluster4411	clusterTSS_HS72_4963	CG42753
FBgn0261816	cluster7634	clusterTSS_HS72_8657	CG42758
FBgn0261832	cluster9748	clusterTSS_HS72_11070	CG42764
FBgn0261834	cluster15271	clusterTSS_HS72_17353	CG42766
FBgn0261846	cluster12807	clusterTSS_HS72_14564	CG42778
FBgn0261849	cluster16000	clusterTSS_HS72_18179	CG42781
FBgn0261858	cluster6790	clusterTSS_HS72_7680	CG42787
FBgn0261996	cluster13828	clusterTSS_HS72_15724	CG42814
FBgn0261998	cluster9555	clusterTSS_HS72_10856	CG42816
FBgn0262002	cluster2249	clusterTSS_HS72_2530	CG42820
FBgn0262017	cluster2855	clusterTSS_HS72_3214	CG42830
FBgn0262020	cluster7389	clusterTSS_HS72_8384	CG42831
FBgn0262030	cluster8452	clusterTSS_HS72_9593	CG42841
FBgn0262035	cluster8301	clusterTSS_HS72_9419	CG42846
FBgn0262036	cluster722	clusterTSS_HS72_827	CG42847
FBgn0262098	cluster4887	clusterTSS_HS72_5524	CG42851
FBgn0262100	cluster9583	clusterTSS_HS72_10884	CG42853
FBgn0262102	cluster4335	clusterTSS_HS72_4881	CG42855
FBgn0262123	cluster3200	clusterTSS_HS72_3602	l(2)41Ab
FBgn0262351	cluster7925	clusterTSS_HS72_8988	CG43049
FBgn0262352	cluster1008	clusterTSS_HS72_1142	CG43050
FBgn0262354	cluster1102	clusterTSS_HS72_1240	CG43052
FBgn0262356	cluster1268	clusterTSS_HS72_1435	CG43054
FBgn0262360	cluster5673	clusterTSS_HS72_6422	CG43058
FBgn0262361	cluster8892	clusterTSS_HS72_10091	CG43059
FBgn0262478	cluster4016	clusterTSS_HS72_4516	CG43068
FBgn0262479	cluster4349	clusterTSS_HS72_4896	CG43069
FBgn0262480	cluster4350	clusterTSS_HS72_4897	CG43070
FBgn0262482	cluster8072	clusterTSS_HS72_9154	CG43072
FBgn0262485	cluster16471	clusterTSS_HS72_18716	CG43075
FBgn0262486	cluster16472	clusterTSS_HS72_18717	CG43076
FBgn0262487	cluster16628	clusterTSS_HS72_18897	CG43077
FBgn0262513	cluster5935	clusterTSS_HS72_6715	Vha16-4
FBgn0262514	cluster12934	clusterTSS_HS72_14708	VhaPPA1-2
FBgn0262566	cluster6616	clusterTSS_HS72_7498	CG43106
FBgn0262568	cluster5988	clusterTSS_HS72_6774	CG43108
FBgn0262575	cluster15921	clusterTSS_HS72_18089	CG43115
FBgn0262581	cluster9333	clusterTSS_HS72_10606	CG43121
FBgn0262592	cluster9068	clusterTSS_HS72_10310	CG43127
FBgn0262610	cluster14625	clusterTSS_HS72_16631	CG43136
FBgn0262611	cluster15912	clusterTSS_HS72_18078	CG43137
FBgn0262612	cluster14743	clusterTSS_HS72_16754	CG43138
FBgn0262786	cluster937	clusterTSS_HS72_1063	CG43167
FBgn0262787	cluster7060	clusterTSS_HS72_7998	CG43168
FBgn0262788	cluster8928	clusterTSS_HS72_10130	CG43169
FBgn0262812	cluster3472	clusterTSS_HS72_3923	CG43183
FBgn0262817	cluster3698	clusterTSS_HS72_4168	CG43188
FBgn0262819	cluster3742	clusterTSS_HS72_4217	CG43190
FBgn0262821	cluster3891	clusterTSS_HS72_4384	CG43192
FBgn0262827	cluster16003	clusterTSS_HS72_18183	CG43198
FBgn0262839	cluster11105	clusterTSS_HS72_12624	CG43203
FBgn0262842	cluster7767	clusterTSS_HS72_8808	CG43206
FBgn0262845	cluster6467	clusterTSS_HS72_7323	CG43209
FBgn0262858	cluster13657	clusterTSS_HS72_15533	CG43222
FBgn0262876	cluster1269	clusterTSS_HS72_1436	CG43231
FBgn0262877	cluster538	clusterTSS_HS72_613	CG43232
FBgn0262878	cluster3038	clusterTSS_HS72_3420	CG43233
FBgn0262882	cluster4184	clusterTSS_HS72_4709	CG43237
FBgn0262960	cluster2857	clusterTSS_HS72_3216	CG43271
FBgn0262966	cluster4412	clusterTSS_HS72_4964	CG43277
FBgn0262980	cluster14553	clusterTSS_HS72_16556	CG43288
FBgn0262982	cluster12306	clusterTSS_HS72_13977	CG43290
FBgn0262984	cluster7125	clusterTSS_HS72_8074	CG43292
FBgn0262988	cluster5228	clusterTSS_HS72_5919	CG43296
FBgn0263000	cluster6204	clusterTSS_HS72_7028	CG43308
FBgn0263004	cluster8175	clusterTSS_HS72_9275	CG43312
FBgn0263022	cluster13004	clusterTSS_HS72_14790	CG43317
FBgn0263023	cluster13003	clusterTSS_HS72_14789	CG43318
FBgn0263026	cluster546	clusterTSS_HS72_623	CG43321
FBgn0263034	cluster9884	clusterTSS_HS72_11223	CG43329
FBgn0263036	cluster9883	clusterTSS_HS72_11221	CG43331
FBgn0263078	cluster2888	clusterTSS_HS72_3253	CG43339
FBgn0263113	cluster4210	clusterTSS_HS72_4738	CG43370
FBgn0263114	cluster5953	clusterTSS_HS72_6735	CG43371
FBgn0263250	cluster6328	clusterTSS_HS72_7153	CG43393
FBgn0263270	cluster3654	clusterTSS_HS72_4119	CG43396
FBgn0263389	cluster12514	clusterTSS_HS72_14221	CG43441
FBgn0263399	cluster10993	clusterTSS_HS72_12496	CG43445
FBgn0263403	cluster10522	clusterTSS_HS72_11955	CG43449
FBgn0263404	cluster10612	clusterTSS_HS72_12056	CG43450
FBgn0263647	cluster7470	clusterTSS_HS72_8474	CG43638
FBgn0263656	cluster3341	clusterTSS_HS72_3773	CG43647
FBgn0263774	cluster5652	clusterTSS_HS72_6400	CG43691
FBgn0263777	cluster13525	clusterTSS_HS72_15371	CG43694
FBgn0263841	cluster8088	clusterTSS_HS72_9171	CG43702
FBgn0263988	cluster8287	clusterTSS_HS72_9401	Dic61B
FBgn0264077	cluster16586	clusterTSS_HS72_18850	Cnx14D
FBgn0264081	cluster1759	clusterTSS_HS72_1987	CG43750
FBgn0264086	cluster1617	clusterTSS_HS72_1823	CG43755
FBgn0264260	cluster2739	clusterTSS_HS72_3082	CG43760
FBgn0264301	cluster2618	clusterTSS_HS72_2946	CG43779
FBgn0264340	cluster672	clusterTSS_HS72_770	CG43796
FBgn0264344	cluster2154	clusterTSS_HS72_2429	CG43800
FBgn0264363	cluster267	clusterTSS_HS72_307	CG43815
FBgn0264472	cluster8849	clusterTSS_HS72_10045	CG43880
FBgn0264516	cluster6929	clusterTSS_HS72_7849	CG43915
FBgn0264540	cluster5746	clusterTSS_HS72_6505	CG43919
FBgn0264543	cluster2044	clusterTSS_HS72_2304	CG43922
FBgn0264563	cluster11706	clusterTSS_HS72_13304	CG43935
FBgn0264738	cluster15340	clusterTSS_HS72_17435	CG43996
FBgn0264739	cluster15341	clusterTSS_HS72_17436	CG43997
FBgn0264836	cluster10919	clusterTSS_HS72_12411	CG44044
FBgn0264908	cluster9401	clusterTSS_HS72_10680	pHCl
FBgn0265041	cluster11013	clusterTSS_HS72_12518	CG44158
FBgn0265046	cluster6329	clusterTSS_HS72_7154	CG44163
FBgn0265063	cluster13233	clusterTSS_HS72_15049	CG44174
FBgn0265158	cluster12403	clusterTSS_HS72_14087	CG44227
FBgn0265187	cluster4688	clusterTSS_HS72_5291	CG44252
FBgn0265188	cluster4688	clusterTSS_HS72_5291	CG44253
FBgn0265199	cluster13101	clusterTSS_HS72_14898	CG44259
FBgn0265201	cluster12472	clusterTSS_HS72_14168	CG44261
FBgn0265257	cluster2090	clusterTSS_HS72_2356	CG44271
FBgn0265263	cluster2952	clusterTSS_HS72_3326	CG42688
FBgn0265265	cluster14738	clusterTSS_HS72_16750	CG32727
FBgn0265269	cluster301	clusterTSS_HS72_341	CG15425
FBgn0265271	cluster10585	clusterTSS_HS72_12023	CG14717
FBgn0265272	cluster5654	clusterTSS_HS72_6402	CG30060
FBgn0265317	cluster13850	clusterTSS_HS72_15748	CG44290
FBgn0265342	cluster3610	clusterTSS_HS72_4076	CG44296
FBgn0265373	cluster3765	clusterTSS_HS72_4245	CG44314
FBgn0265423	cluster10251	clusterTSS_HS72_11653	CG44335
FBgn0265429	cluster3867	clusterTSS_HS72_4355	CG44341
FBgn0265535	cluster16252	clusterTSS_HS72_18464	CG44385
FBgn0265576	cluster6019	clusterTSS_HS72_6810	CG44403
FBgn0265578	cluster2773	clusterTSS_HS72_3125	CG44405
FBgn0265606	cluster13330	clusterTSS_HS72_15154	Prosalpha4T1
FBgn0265625	cluster6105	clusterTSS_HS72_6910	CG44433
FBgn0265629	cluster16371	clusterTSS_HS72_18604	CG44437
FBgn0265632	cluster5208	clusterTSS_HS72_5894	CG44439
FBgn0265833	cluster4429	clusterTSS_HS72_4982	CG44622
FBgn0265834	cluster4430	clusterTSS_HS72_4983	CG44623
FBgn0266432	cluster6356	clusterTSS_HS72_7187	CG45062
FBgn0266433	cluster6357	clusterTSS_HS72_7188	CG45063
FBgn0266436	cluster8513	clusterTSS_HS72_9665	CG45066
FBgn0266437	cluster8514	clusterTSS_HS72_9666	CG45067
FBgn0266647	cluster16879	clusterTSS_HS72_19180	CG45154
FBgn0266708	cluster5838	clusterTSS_HS72_6604	Cep89
FBgn0266709	cluster9262	clusterTSS_HS72_10528	Zmynd10
FBgn0266721	cluster12554	clusterTSS_HS72_14270	gammaSnap2
FBgn0266757	cluster8929	clusterTSS_HS72_10131	mfr
FBgn0266962	cluster8764	clusterTSS_HS72_9953	CG45413
FBgn0267163	cluster15048	clusterTSS_HS72_17097	CG45603
FBgn0267326	cluster580	clusterTSS_HS72_661	Ntl
FBgn0267363	cluster14169	clusterTSS_HS72_16107	JYalpha
FBgn0267366	cluster11747	clusterTSS_HS72_13353	mil
FBgn0267383	cluster12833	clusterTSS_HS72_14597	Ubc87F
FBgn0267430	cluster12027	clusterTSS_HS72_13668	CG45783
FBgn0267433	cluster16959	clusterTSS_HS72_19271	kl-5
FBgn0267489	cluster16960	clusterTSS_HS72_19273	PRY
FBgn0267726	cluster2953	clusterTSS_HS72_3327	CG46059
